ETH Address,Stake,Tier,Participation
0x087f...554b,1328,3,5
0x3243...904c,203,5,1
0x4362...c417,1001,3,4
0xa358...3dbd,151,5,1
0x6046...7e57,1007,3,4
0x83a3...a3be,1057,3,4
0x09f1...b3c9,504,4,2
0xbcf1...8bf7,1011,3,4
0x591b...e4be,501,4,2
0x83a3...a3be,1057,3,4
0xb33b...e7f1,1000,3,4
0x8ceb...f1ee,1009,3,4
0xcbb5...b4c3,150,5,1
0xf642...95e8,510,4,2
0x1c72...03a2,1045,3,4
0xd4f1...b713,1021,3,4
0xb231...528b,151,5,1
0xf5d6...610f,1000,3,4
0x0cbf...d692,1109,3,4
0x087f...554b,1328,3,5
0xdaa4...d794,155,5,1
0x34cb...1d0d,170,5,1
0x980b...53a2,2001,3,8
0xf43f...8117,150,5,1
0x5821...f1f6,1002,3,4
0xb677...7add,1012,3,4
0x82b4...c00b,150,5,1
0xaee9...f049,500,4,2
0xa1bc...457f,151,5,1
0x2d6c...0116,155,5,1
0x4225...20da,1000,3,4
0xfaf2...d1c6,250,5,1
0xc32c...e8eb,1003,3,4
0x00c1...6ad0,209,5,1
0xd0dd...5781,150,5,1
0xe35e...23c2,1000,3,4
0x696a...a56c,500,4,2
0xbccb...ed91,150,5,1
0x61e2...ebf1,1010,3,4
0x6632...bc0b,1052,3,4
0x00e9...d60a,1000,3,4
0x39a9...586a,1002,3,4
0x6229...c742,1002,3,4
0xd045...9e44,1019,3,4
0x4a1b...9068,1250,3,5
0xccd9...f58e,515,4,2
0xfe84...8cb8,1000,3,4
0x66d8...2494,1627,3,6
0xfc9c...7c4e,210,5,1
0xd045...9e44,1019,3,4
0xf097...610e,1000,3,4
0xc600...127e,1008,3,4
0x9279...bec9,500,4,2
0xd2d5...86fb,152,5,1
0xb2e1...efd2,1119,3,4
0x1183...fa99,151,5,1
0x9530...6cfa,510,4,2
0x507e...5d3b,150,5,1
0xa1fb...6492,1015,3,4
0xeb00...11c3,1010,3,4
0xf3cc...48b3,1016,3,4
0x5390...462f,503,4,2
0xdfdd...00c1,162,5,1
0x34b0...2bf8,502,4,2
0xbce5...0150,1000,3,4
0xefb9...5ea0,1153,3,4
0x774f...991c,154,5,1
0x7bbc...eadf,500,4,2
0xcee7...35b3,1000,3,4
0x416b...6730,1000,3,4
0x1045...28ac,1001,3,4
0x4ebe...1893,1001,3,4
0x0ada...b347,876,4,2
0x1563...5ba0,501,4,2
0xc495...4a36,1009,3,4
0x087f...554b,1328,3,5
0x69d2...eb80,1529,3,6
0xe3f7...86dc,1010,3,4
0x1fa2...4869,1001,3,4
0xc0af...89ee,152,5,1
0xfd78...8601,1250,3,5
0x4cad...f9be,1543,3,6
0xa19e...69cc,160,5,1
0x422c...c5dd,1000,3,4
0x6997...64fd,1021,3,4
0xac25...d2ec,500,4,2
0x9bb9...0d34,1309,3,5
0x70cc...c649,1000,3,4
0xf5b1...8229,199,5,1
0xd3ae...77e7,1004,3,4
0x7b1a...006a,169,5,1
0x79f1...cb4c,1001,3,4
0x082c...c878,151,5,1
0x3562...a82a,500,4,2
0xad88...c82c,535,4,2
0xef30...1f02,1084,3,4
0x4f2e...4360,1150,3,4
0x68b3...16db,674,4,2
0xfb34...3413,500,4,2
0x6d6d...8855,518,4,2
0xf3c3...600f,1009,3,4
0x5976...26ab,150,5,1
0x818d...5c50,1000,3,4
0x00ac...d697,2081,3,8
0x2863...c589,1002,3,4
0x97d3...a281,1001,3,4
0x61f4...75d3,1002,3,4
0x7e49...f65c,1025,3,4
0x4ebe...1893,1001,3,4
0xb97a...86c6,500,4,2
0x1920...6546,1955,3,7
0x6fd6...d7c7,1000,3,4
0x0cb0...59c8,503,4,2
0x4254...b20f,1000,3,4
0x2ccb...714f,1423,3,5
0x49cb...d672,3383,3,13
0x947f...74d2,2263,3,9
0x4448...07ee,162,5,1
0x99dd...4093,1010,3,4
0x6100...9ebf,513,4,2
0x7591...c6e2,1001,3,4
0xc6e1...0d97,1000,3,4
0x0955...26c1,168,5,1
0x0c4a...15ba,1000,3,4
0x183e...120e,1006,3,4
0x35a2...4b81,1503,3,6
0x0cbf...d692,1109,3,4
0x8e5e...a80f,1010,3,4
0x4f50...4815,1005,3,4
0x6b2b...fb65,1016,3,4
0x131f...41b9,664,4,2
0xf5b6...a8c1,1510,3,6
0x1920...6546,1955,3,7
0x85e0...df70,200,5,1
0x0ed4...3481,500,4,2
0xeb00...11c3,1010,3,4
0x980b...53a2,2001,3,8
0x947f...74d2,2263,3,9
0x7841...8dbc,1000,3,4
0x5967...a437,1011,3,4
0x0c4a...15ba,1000,3,4
0xd114...b6c4,1369,3,5
0x4f2e...4360,1150,3,4
0xcc52...25f3,540,4,2
0xe0c2...5e2b,2750,3,11
0x58ec...d562,1001,3,4
0x4047...697b,150,5,1
0x3dc4...51cf,501,4,2
0x7a35...e347,2344,3,9
0xc304...3fb5,1000,3,4
0x0ba9...e8f5,504,4,2
0x31e2...a737,152,5,1
0xf5b6...a8c1,1510,3,6
0x7bec...6968,1125,3,4
0xe81f...4dd5,514,4,2
0x1c72...03a2,1045,3,4
0x34dc...a523,1008,3,4
0x2765...df73,1005,3,4
0x8e41...99a7,970,4,2
0x542a...11e8,721,4,2
0xcc3c...1710,1013,3,4
0xde53...4675,150,5,1
0xfbde...b2a2,150,5,1
0x69d2...eb80,1529,3,6
0x2ab9...e2dc,1072,3,4
0xd4ad...740d,1050,3,4
0x5c98...e3cb,1549,3,6
0x11c0...04f6,1130,3,4
0x02c2...b179,1000,3,4
0x522e...691d,633,4,2
0x0a5c...cc22,1511,3,6
0x3d52...0e63,1521,3,6
0x252e...8586,1064,3,4
0x79f1...cb4c,1001,3,4
0x966a...11be,594,4,2
0x33d7...9ab7,1014,3,4
0x725b...924f,1000,3,4
0x148a...e04e,1002,3,4
0xe0c2...5e2b,2750,3,11
0x99dd...4093,1010,3,4
0xcc45...a3a0,256,5,1
0x183e...120e,1006,3,4
0x7ef4...5370,1554,3,6
0xedbf...a1b5,1050,3,4
0x03c6...4f17,282,5,1
0xcb7e...316b,150,5,1
0xcd10...2fa9,525,4,2
0x584d...14ac,1025,3,4
0x0474...5a85,1000,3,4
0x4cad...f9be,1543,3,6
0xa6c0...1170,150,5,1
0xea69...40ff,506,4,2
0xbce5...0150,1000,3,4
0xcabc...461b,1010,3,4
0xe771...b807,1107,3,4
0x6ee7...e89c,1005,3,4
0x896b...d2c8,505,4,2
0xb9bc...1a6b,151,5,1
0xa674...504c,1010,3,4
0x5358...76fc,1045,3,4
0xc7da...f9cc,203,5,1
0x6625...ca6a,1086,3,4
0x0e4f...e6f8,505,4,2
0x43ba...7162,1014,3,4
0x831c...c4e7,1002,3,4
0xa485...bbf2,155,5,1
0x183e...120e,1006,3,4
0x1e85...a8f5,220,5,1
0x9084...9723,175,5,1
0x4e70...711e,150,5,1
0xf642...95e8,510,4,2
0xb497...d51b,1000,3,4
0x34dc...a523,1008,3,4
0xcee7...35b3,1000,3,4
0x86bf...743b,1000,3,4
0x7841...8dbc,1000,3,4
0x0382...9c73,1002,3,4
0x4e54...69bf,1000,3,4
0x8a42...be70,150,5,1
0x6fd6...d7c7,1000,3,4
0xd114...b6c4,1369,3,5
0x2ad9...8d14,1010,3,4
0xf3cc...48b3,1016,3,4
0xbd84...6a35,1000,3,4
0xd4ad...740d,1050,3,4
0xe0c2...5e2b,2750,3,11
0x416b...6730,1000,3,4
0x4bf0...8e01,150,5,1
0x21f2...b313,1004,3,4
0x7c5a...2afe,174,5,1
0x490c...cf40,1000,3,4
0x1920...6546,1955,3,7
0xb9fd...1c40,1001,3,4
0xd559...1dcf,150,5,1
0xcfbe...cf5c,1042,3,4
0x90a1...0ac8,500,4,2
0xd30c...7967,2175,3,8
0x012d...9ea7,1022,3,4
0xa403...bc0f,1000,3,4
0x6b4d...8d1a,150,5,1
0xe7db...e399,150,5,1
0xc832...0a0e,507,4,2
0x090c...5f2c,1021,3,4
0xe180...f95c,2562,3,10
0x68da...8e9a,1000,3,4
0x1fa2...4869,1001,3,4
0x467d...ae69,160,5,1
0xce78...d8fa,651,4,2
0xe35e...23c2,1000,3,4
0xfb34...3413,500,4,2
0x1e9b...72d4,501,4,2
0x36e0...52bd,1000,3,4
0x818d...5c50,1000,3,4
0x0cbf...d692,1109,3,4
0xdf2e...dc80,1000,3,4
0xc697...5e0e,1007,3,4
0xb57b...35c8,209,5,1
0x4cf2...f852,1013,3,4
0xc37e...2ca7,1000,3,4
0x4393...1d4e,1000,3,4
0xc600...127e,1008,3,4
0xe180...f95c,2562,3,10
0x49cb...d672,3383,3,13
0x8ceb...f1ee,1009,3,4
0xc5f5...4be9,651,4,2
0x2c0b...afc3,1001,3,4
0x0770...b916,1115,3,4
0xae59...83c2,1408,3,5
0xb82f...a4cf,1219,3,4
0xdf3f...0404,1000,3,4
0xc37e...2ca7,1000,3,4
0x7463...0124,1046,3,4
0x4eff...98b5,150,5,1
0x6324...2a72,151,5,1
0x5c98...e3cb,1549,3,6
0x43dc...fef8,150,5,1
0x88bf...6ad3,226,5,1
0x7591...c6e2,1001,3,4
0x0b76...5612,150,5,1
0x0b4f...5be1,151,5,1
0x2863...8031,1201,3,4
0x977b...772c,500,4,2
0x00ac...d697,2081,3,8
0xecd6...f9a4,600,4,2
0x64c8...9100,1007,3,4
0x0770...b916,1115,3,4
0x7362...4b22,1000,3,4
0xf0a9...424a,153,5,1
0x97d3...a281,1001,3,4
0x8d60...3fa2,510,4,2
0x49cb...d672,3383,3,13
0xe180...f95c,2562,3,10
0x2ce3...1635,503,4,2
0x1563...5ba0,501,4,2
0x61e2...ebf1,1010,3,4
0x57fb...cbbb,2006,3,8
0x6265...c58a,1151,3,4
0xb29d...3a3b,1001,3,4
0xbf27...241c,1000,3,4
0x0382...9c73,1002,3,4
0xfff5...b455,1010,3,4
0x69d2...eb80,1529,3,6
0x0099...208b,1001,3,4
0xefbb...3f86,1000,3,4
0xcc22...52ca,300,5,1
0x54ad...5a27,1011,3,4
0xc304...3fb5,1000,3,4
0x7bbc...eadf,500,4,2
0xe011...5b54,1000,3,4
0x9264...e2d8,1001,3,4
0xd32f...41a8,1005,3,4
0x49cb...d672,3383,3,13
0x3a09...9cc5,561,4,2
0xc554...df5c,161,5,1
0x3890...3a5c,502,4,2
0x5c98...e3cb,1549,3,6
0xed6e...e1b4,1000,3,4
0x68ee...0ad8,169,5,1
0x980b...53a2,2001,3,8
0x5d20...2b8f,781,4,2
0xdf59...84e5,150,5,1
0x0717...a857,1000,3,4
0x8f7a...70e4,500,4,2
0x19bb...1cc4,155,5,1
0x12cf...041b,508,4,2
0xf21c...5cc8,1001,3,4
0x0a5c...cc22,1511,3,6
0x5c98...e3cb,1549,3,6
0xa1fb...6492,1015,3,4
0x64c8...9100,1007,3,4
0x9bb9...0d34,1309,3,5
0xcdd2...be55,360,5,1
0xefb9...5ea0,1153,3,4
0x6437...c60e,1000,3,4
0xf21c...5cc8,1001,3,4
0x86fe...f277,152,5,1
0x17a5...1eed,150,5,1
0x6046...7e57,1007,3,4
0x933d...b244,1077,3,4
0x78d0...ba97,300,5,1
0x9096...0b40,509,4,2
0x65d3...4381,500,4,2
0xbefc...db98,1042,3,4
0xfd18...4a01,152,5,1
0x53c4...acda,1000,3,4
0x967b...8273,151,5,1
0x2ccb...714f,1423,3,5
0x52f8...7434,150,5,1
0xefbb...3f86,1000,3,4
0x7a35...e347,2344,3,9
0xa94e...83d9,1002,3,4
0x20cb...f32d,1047,3,4
0x42e2...fb22,1000,3,4
0x4e65...c954,1000,3,4
0xb2e1...efd2,1119,3,4
0xc73f...3258,1010,3,4
0x8e5e...a80f,1010,3,4
0x0ed4...3481,500,4,2
0xe232...f822,500,4,2
0xb8d6...cb2d,167,5,1
0xefbb...3f86,1000,3,4
0xcad3...700b,1013,3,4
0xb497...d51b,1000,3,4
0xdf3f...0404,1000,3,4
0xc4f0...b914,1350,3,5
0x0edd...1f40,150,5,1
0x5390...462f,503,4,2
0x5ffc...aa6c,1000,3,4
0x6ac6...680b,1000,3,4
0x33d7...9ab7,1014,3,4
0xd9de...e7e3,162,5,1
0x5427...dc66,150,5,1
0xc73f...3258,1010,3,4
0x3033...d915,154,5,1
0xf65c...879a,159,5,1
0xdbca...bb99,908,4,2
0x3d16...f0e2,500,4,2
0x73b6...82f8,1026,3,4
0xf8fc...a8f2,159,5,1
0x11c7...b2e0,500,4,2
0x465d...d894,514,4,2
0x4f24...3c59,1010,3,4
0x3238...5564,500,4,2
0x197f...7d4b,1104,3,4
0x6f2f...1d3c,151,5,1
0x3205...b960,150,5,1
0x005c...c6ed,504,4,2
0x9264...e2d8,1001,3,4
0x06be...e5eb,1040,3,4
0x64a2...e289,502,4,2
0x99dd...4093,1010,3,4
0xac79...7ea1,1016,3,4
0xe7da...875d,1007,3,4
0xa674...504c,1010,3,4
0x868e...b7e6,501,4,2
0x79d8...acf9,500,4,2
0x49cb...d672,3383,3,13
0x4186...8cff,151,5,1
0xf5b6...a8c1,1510,3,6
0x49cb...d672,3383,3,13
0x33d7...9ab7,1014,3,4
0x0e26...dadb,1001,3,4
0xacf1...c686,165,5,1
0x9617...d0de,1000,3,4
0x2738...57e0,500,4,2
0x470f...8b95,1038,3,4
0x9264...e2d8,1001,3,4
0x4cad...f9be,1543,3,6
0x4660...9980,1000,3,4
0xf1e2...6129,1001,3,4
0xc404...a385,501,4,2
0xa43d...df25,501,4,2
0xf8f6...b764,1057,3,4
0x4a51...6b04,503,4,2
0xf46d...3171,1042,3,4
0xdf2e...dc80,1000,3,4
0x3a96...f08c,1001,3,4
0xdb7d...1c42,1135,3,4
0x2ad9...8d14,1010,3,4
0x9617...d0de,1000,3,4
0xf813...9797,510,4,2
0x23d3...5936,1002,3,4
0xc8e0...b819,168,5,1
0xa9f4...6a6d,662,4,2
0xb393...eda2,164,5,1
0x5602...6791,1005,3,4
0x570c...e9d0,1049,3,4
0x3146...af50,1272,3,5
0x81e3...4f5f,1000,3,4
0x0c4a...15ba,1000,3,4
0x7a35...e347,2344,3,9
0x8110...2697,163,5,1
0x6eb4...03e4,2000,3,8
0x5358...76fc,1045,3,4
0x26da...c726,1094,3,4
0xf5d6...610f,1000,3,4
0x66d8...2494,1627,3,6
0x7e49...f65c,1025,3,4
0x787d...e18e,1000,3,4
0x5602...6791,1005,3,4
0x0538...91b2,1000,3,4
0x4225...20da,1000,3,4
0x7362...4b22,1000,3,4
0xa169...6a2e,151,5,1
0x422c...c5dd,1000,3,4
0xf81b...c96c,151,5,1
0xe553...b707,1007,3,4
0x2af4...b350,1010,3,4
0x5c98...e3cb,1549,3,6
0x6b2b...fb65,1016,3,4
0x7a04...3fa2,500,4,2
0x16f3...0179,195,5,1
0x3d5d...3d7e,151,5,1
0x26f5...c0b7,151,5,1
0xf692...425e,1020,3,4
0x1643...fb98,1020,3,4
0x57fb...cbbb,2006,3,8
0x3bb1...b618,1000,3,4
0x9980...4f3b,1007,3,4
0xa3ee...5da6,151,5,1
0x773e...2446,1019,3,4
0x6437...c60e,1000,3,4
0x85b8...c928,1095,3,4
0xc4f0...b914,1350,3,5
0x1762...da39,153,5,1
0x760e...e8fe,1006,3,4
0xbefc...db98,1042,3,4
0x3d52...0e63,1521,3,6
0x41f2...e9b7,1000,3,4
0xa172...bff0,150,5,1
0xfde6...408b,1002,3,4
0x2863...c589,1002,3,4
0x60ad...2f3b,500,4,2
0x65f5...6b31,572,4,2
0xc600...127e,1008,3,4
0x5d88...1495,1000,3,4
0x0474...5a85,1000,3,4
0x1708...f578,1018,3,4
0x8e41...99a7,970,4,2
0x183e...120e,1006,3,4
0x6265...c58a,1151,3,4
0x4ee0...3d17,1005,3,4
0x7b56...57a2,1011,3,4
0xf8f6...b764,1057,3,4
0xc9e6...a009,500,4,2
0xe771...b807,1107,3,4
0xb2e1...efd2,1119,3,4
0x914d...0774,504,4,2
0x49cb...d672,3383,3,13
0x787d...e18e,1000,3,4
0x87f5...a695,1033,3,4
0x7ef4...5370,1554,3,6
0x0474...5a85,1000,3,4
0x6398...7603,1005,3,4
0x7c72...8797,150,5,1
0xec45...c665,151,5,1
0x4393...1d4e,1000,3,4
0xe180...f95c,2562,3,10
0xbf5c...1739,151,5,1
0xb1c7...38e3,1000,3,4
0x02c2...b179,1000,3,4
0xedbf...a1b5,1050,3,4
0x4e54...69bf,1000,3,4
0x1a2d...66cf,150,5,1
0x39cf...a497,510,4,2
0xb117...1432,1035,3,4
0xc73f...3258,1010,3,4
0x2348...35e1,1040,3,4
0xfff5...b455,1010,3,4
0x4f24...3c59,1010,3,4
0x648e...0e33,1008,3,4
0xee06...08b6,524,4,2
0xe476...8bba,200,5,1
0x0f9f...bd3b,1258,3,5
0x70cc...c649,1000,3,4
0x490c...cf40,1000,3,4
0x6f66...e856,1095,3,4
0xbcf1...8bf7,1011,3,4
0x5ffc...aa6c,1000,3,4
0x2ab9...e2dc,1072,3,4
0x9d2e...bbe6,500,4,2
0xd0f5...7912,1015,3,4
0x4627...bba3,1029,3,4
0xdb7d...1c42,1135,3,4
0x7934...be39,1118,3,4
0xe180...f95c,2562,3,10
0xcabc...461b,1010,3,4
0x2863...c589,1002,3,4
0x4f50...4815,1005,3,4
0x8ceb...f1ee,1009,3,4
0x8639...1063,1001,3,4
0x7f1b...4bfa,1000,3,4
0x33d7...9ab7,1014,3,4
0x7934...be39,1118,3,4
0x5602...6791,1005,3,4
0xf6b9...aa1c,151,5,1
0xedbf...a1b5,1050,3,4
0x24b2...0b1f,157,5,1
0x3769...5c12,500,4,2
0xb00f...0791,1038,3,4
0x7934...be39,1118,3,4
0xcad3...700b,1013,3,4
0x1f67...fd21,511,4,2
0x73a9...8054,208,5,1
0x3a96...f08c,1001,3,4
0x5515...056a,559,4,2
0x2820...ad30,213,5,1
0x69d2...eb80,1529,3,6
0xaf03...87af,1005,3,4
0x5775...52fb,153,5,1
0xb33b...e7f1,1000,3,4
0x80e7...88b7,1001,3,4
0xdb3b...58a4,1001,3,4
0x8ca9...45d2,1001,3,4
0xc205...1bda,1027,3,4
0xb6fb...bb62,1032,3,4
0x0a5c...cc22,1511,3,6
0x0f9f...bd3b,1258,3,5
0xf64d...09b0,243,5,1
0xcabc...461b,1010,3,4
0xd045...9e44,1019,3,4
0xc32c...e8eb,1003,3,4
0xc95e...3f23,153,5,1
0x980b...53a2,2001,3,8
0xeaa8...4c2a,165,5,1
0xc24d...27e8,1000,3,4
0x90a1...0ac8,500,4,2
0xc583...5d5c,1008,3,4
0x53cf...31e7,1002,3,4
0x0602...185b,501,4,2
0x49cb...d672,3383,3,13
0x9121...39f5,510,4,2
0xc73f...3258,1010,3,4
0xa03c...0e9e,500,4,2
0x70e3...3ab5,200,5,1
0xac30...74d0,150,5,1
0xb7e0...7c5c,1003,3,4
0x0717...a857,1000,3,4
0x36e0...52bd,1000,3,4
0xbfad...ad6c,1000,3,4
0xd32f...41a8,1005,3,4
0x3d52...0e63,1521,3,6
0x5072...9de1,1069,3,4
0x2c0b...afc3,1001,3,4
0xe011...5b54,1000,3,4
0x54f9...03dc,500,4,2
0x35a2...4b81,1503,3,6
0xfa23...9760,1012,3,4
0x52e6...64ab,501,4,2
0xb6a6...def7,155,5,1
0x1708...f578,1018,3,4
0xbd78...afaa,1003,3,4
0x1708...f578,1018,3,4
0xb677...7add,1012,3,4
0x87f5...a695,1033,3,4
0xe8b5...fab0,1000,3,4
0x3ed1...d451,1084,3,4
0x8771...eb0a,155,5,1
0x0099...208b,1001,3,4
0x465d...d894,514,4,2
0xe0c2...5e2b,2750,3,11
0x0466...be97,547,4,2
0x8a8a...c796,1002,3,4
0xd546...2354,501,4,2
0x933d...b244,1077,3,4
0xb00f...0791,1038,3,4
0x2ccb...714f,1423,3,5
0x2ab9...e2dc,1072,3,4
0xc74d...77f0,1000,3,4
0xf8d2...9e71,1015,3,4
0x725b...924f,1000,3,4
0x131f...41b9,664,4,2
0xeb61...507e,501,4,2
0x6b9b...1b58,500,4,2
0xc404...a385,501,4,2
0x7b10...cba6,500,4,2
0x7358...bfea,1012,3,4
0xddd2...9d32,500,4,2
0xb463...22c9,500,4,2
0x3fae...83e3,1003,3,4
0xf18c...e9ff,1003,3,4
0x6eb4...03e4,2000,3,8
0x6ac6...680b,1000,3,4
0xe7da...875d,1007,3,4
0x0610...4e74,1013,3,4
0x380d...b101,503,4,2
0xe35e...23c2,1000,3,4
0x8a8a...c796,1002,3,4
0x0e26...dadb,1001,3,4
0x4225...20da,1000,3,4
0x159d...02fd,1022,3,4
0xc4f0...b914,1350,3,5
0x70f8...df1a,156,5,1
0xa7db...30c7,180,5,1
0xfdc2...3437,185,5,1
0x5b97...67dc,154,5,1
0x06be...e5eb,1040,3,4
0x26da...c726,1094,3,4
0xe011...5b54,1000,3,4
0x93cf...f568,1010,3,4
0x7cdd...a398,1000,3,4
0x360f...cc95,1000,3,4
0x49cb...d672,3383,3,13
0x11c0...04f6,1130,3,4
0xc698...c1ab,155,5,1
